job_title,experience_level,company_size,company_location,employment_type,remote_ratio,years_experience,salary_usd
Business Intelligence Analyst,Senior,Large,Germany,Part-time,0,5.0,107615.0
Business Intelligence Analyst,Entry,Small,India,Full-time,100,2.0,37997.0
Machine Learning Engineer,Mid,Large,Australia,Part-time,50,11.0,110629.0
Data Engineer,Senior,Large,Germany,Full-time,0,3.0,97840.0
AI Engineer,Entry,Small,Germany,Contract,50,0.0,24051.0
Data Engineer,Mid,Small,Germany,Full-time,100,3.0,56774.0
Data Scientist,Entry,Small,Canada,Full-time,0,0.0,23262.0
Data Scientist,Mid,Medium,India,Part-time,0,14.0,113871.0
Data Engineer,Mid,Large,Canada,Contract,100,4.0,68273.0
Data Analyst,Mid,Small,UK,Full-time,100,10.0,107229.0
Business Intelligence Analyst,Mid,Large,Canada,Contract,0,10.0,99408.0
Data Scientist,Mid,Medium,UK,Contract,0,7.0,78260.0
Business Intelligence Analyst,Entry,Medium,USA,Part-time,100,7.0,48145.0
Data Scientist,Entry,Small,USA,Full-time,50,4.0,37802.0
Machine Learning Engineer,Senior,Small,UK,Part-time,0,13.0,147263.0
AI Engineer,Mid,Large,UK,Full-time,100,9.0,93155.0
Data Scientist,Entry,Small,Canada,Contract,50,1.0,15922.0
Business Intelligence Analyst,Senior,Large,UK,Full-time,0,11.0,141695.0
Machine Learning Engineer,Entry,Small,India,Full-time,0,5.0,40758.0
Data Scientist,Mid,Large,USA,Contract,100,0.0,52576.0
Data Analyst,Entry,Large,USA,Contract,50,6.0,59014.0
AI Engineer,Senior,Large,Australia,Full-time,0,,137816.0
Data Scientist,Mid,Large,UK,Part-time,50,3.0,62556.0
Machine Learning Engineer,Entry,Medium,Germany,Full-time,50,4.0,46225.0
Data Analyst,Senior,Large,Germany,Contract,0,5.0,110930.0
Data Engineer,Mid,Small,UK,Part-time,50,10.0,101633.0
Machine Learning Engineer,Entry,Medium,India,Contract,0,0.0,13512.0
Machine Learning Engineer,Entry,Medium,Germany,Contract,50,8.0,56066.0
Data Analyst,Entry,Large,Australia,Part-time,0,9.0,68207.0
Machine Learning Engineer,Entry,Medium,UK,Contract,100,3.0,
Data Analyst,Mid,Large,India,Contract,0,7.0,77060.0
Data Scientist,Senior,Small,,Contract,0,4.0,114013.0
Data Analyst,Mid,Large,Canada,Contract,0,10.0,109418.0
Data Analyst,Entry,Medium,India,Contract,50,7.0,47387.0
AI Engineer,Entry,Small,Germany,Contract,100,14.0,88031.0
Data Analyst,Entry,Large,Germany,Contract,50,0.0,11799.0
Data Analyst,Mid,Small,UK,Contract,50,7.0,77780.0
Data Engineer,Senior,Small,UK,Contract,0,10.0,131127.0
Data Scientist,Entry,Medium,India,Full-time,50,12.0,77365.0
AI Engineer,Senior,Small,Australia,Full-time,0,10.0,144635.0
Data Engineer,Senior,Medium,USA,Contract,100,3.0,102611.0
Business Intelligence Analyst,Mid,Small,Canada,Full-time,50,1.0,57646.0
Data Scientist,Senior,Large,USA,Part-time,50,10.0,137535.0
Data Scientist,Mid,Small,India,Full-time,50,5.0,79504.0
Business Intelligence Analyst,Mid,Large,India,Contract,0,1.0,54364.0
Data Analyst,Mid,Large,USA,Contract,0,,62808.0
Data Engineer,Mid,Small,Canada,Full-time,50,1.0,58055.0
Machine Learning Engineer,Entry,Large,USA,Contract,50,2.0,24297.0
AI Engineer,Mid,Small,UK,Part-time,100,10.0,101209.0
Machine Learning Engineer,Entry,Small,Germany,Part-time,100,5.0,35448.0
Business Intelligence Analyst,Mid,Large,Australia,Contract,100,0.0,45008.0
Data Scientist,Entry,Large,UK,Part-time,100,,52177.0
Data Scientist,Senior,Medium,Germany,Part-time,100,2.0,106820.0
AI Engineer,Senior,Large,Australia,Full-time,0,6.0,116012.0
Data Scientist,Mid,Medium,Australia,Part-time,100,1.0,46620.0
Data Scientist,Entry,Large,Australia,Full-time,100,13.0,88584.0
AI Engineer,Senior,Small,India,Contract,50,5.0,105948.0
Data Engineer,Senior,Large,Australia,Full-time,0,7.0,124319.0
Data Engineer,Senior,Small,,Contract,100,14.0,166575.0
AI Engineer,Entry,Small,USA,Contract,100,14.0,92204.0
Business Intelligence Analyst,Mid,Small,Canada,Contract,100,14.0,121952.0
Data Scientist,Entry,Medium,USA,Contract,50,0.0,27787.0
Data Scientist,Entry,Large,UK,Contract,50,10.0,78374.0
Business Intelligence Analyst,Senior,Small,UK,Full-time,50,10.0,131104.0
Data Engineer,Senior,Small,USA,Contract,100,12.0,140548.0
Data Analyst,Mid,Medium,Canada,Part-time,50,8.0,91640.0
Data Analyst,Senior,Large,USA,Part-time,100,4.0,107903.0
Data Analyst,Mid,Large,Australia,Contract,0,4.0,78168.0
Data Engineer,Mid,Medium,India,Part-time,100,12.0,110613.0
Data Engineer,Mid,Medium,,Full-time,50,11.0,112188.0
Business Intelligence Analyst,Senior,Large,India,Full-time,0,4.0,108990.0
Data Scientist,Entry,Medium,Australia,Contract,100,5.0,46467.0
Business Intelligence Analyst,Senior,Large,Australia,Contract,0,1.0,89238.0
Business Intelligence Analyst,Senior,Large,UK,Contract,0,5.0,124644.0
Data Engineer,Entry,Small,UK,Part-time,0,13.0,79367.0
Data Analyst,Mid,Small,Australia,Part-time,100,10.0,95651.0
Machine Learning Engineer,Senior,Large,Germany,Full-time,50,3.0,111204.0
Data Scientist,Mid,Large,India,Part-time,100,,94755.0
Data Engineer,Senior,Large,India,Full-time,50,12.0,142093.0
Data Analyst,Senior,Large,Germany,Part-time,100,10.0,134001.0
Machine Learning Engineer,Mid,Large,Canada,Full-time,100,8.0,
Machine Learning Engineer,Mid,Large,India,Contract,100,8.0,91272.0
Data Engineer,Senior,Medium,USA,Part-time,50,7.0,
AI Engineer,Mid,Large,Australia,Full-time,100,2.0,68901.0
Data Scientist,Entry,Medium,Australia,Part-time,0,,63697.0
Machine Learning Engineer,Entry,Medium,Germany,Contract,100,10.0,77480.0
Data Engineer,Mid,Large,India,Full-time,0,10.0,102371.0
Data Engineer,Senior,Large,Canada,Part-time,50,3.0,104236.0
Data Analyst,Senior,Medium,India,Part-time,50,,93769.0
AI Engineer,Mid,Medium,Australia,Contract,100,8.0,87061.0
Data Scientist,Entry,Large,UK,Contract,100,4.0,48588.0
Business Intelligence Analyst,Entry,Large,USA,Full-time,100,5.0,38902.0
Data Analyst,Senior,Medium,Germany,Part-time,0,2.0,91352.0
Machine Learning Engineer,Entry,Medium,UK,Part-time,50,10.0,61596.0
Machine Learning Engineer,Entry,Medium,Canada,Contract,0,9.0,63767.0
Data Analyst,Entry,Small,UK,Contract,0,7.0,45679.0
Data Engineer,Mid,Medium,UK,Full-time,100,14.0,122020.0
Machine Learning Engineer,Senior,Small,Canada,Part-time,100,6.0,122096.0
AI Engineer,Entry,Large,UK,Part-time,0,0.0,21385.0
Data Scientist,Mid,Large,Germany,Full-time,0,9.0,93509.0
AI Engineer,Mid,Medium,Australia,Full-time,100,11.0,100734.0
Machine Learning Engineer,Executive,Large,India,Contract,100,4.0,155675.0
Business Intelligence Analyst,Entry,Large,UK,Contract,0,9.0,67693.0
Data Scientist,Mid,Large,Germany,Full-time,100,8.0,99380.0
Data Scientist,Mid,Large,,Full-time,100,11.0,102407.0
Data Analyst,Senior,Small,India,Part-time,0,10.0,141786.0
Data Analyst,Mid,Small,UK,Full-time,0,11.0,97542.0
Business Intelligence Analyst,Entry,Medium,,Full-time,50,5.0,52062.0
Data Engineer,Mid,Medium,Australia,Part-time,0,7.0,80366.0
Data Scientist,Senior,Medium,UK,Full-time,100,9.0,132410.0
Business Intelligence Analyst,Entry,Large,Canada,Contract,0,,19835.0
Data Analyst,Senior,Large,India,Contract,0,9.0,138647.0
Data Analyst,Entry,Small,UK,Part-time,0,10.0,65541.0
Data Scientist,Mid,Small,India,Full-time,50,6.0,87218.0
AI Engineer,Mid,Medium,Germany,Contract,50,2.0,60433.0
Machine Learning Engineer,Senior,Small,,Contract,100,8.0,130547.0
Data Analyst,Mid,Small,,Contract,50,5.0,74860.0
Data Engineer,Senior,Small,Australia,Contract,0,4.0,110745.0
Data Engineer,Senior,Small,UK,Full-time,50,7.0,121818.0
Data Analyst,Mid,Small,India,Full-time,0,7.0,89101.0
AI Engineer,Senior,Medium,Germany,Full-time,50,11.0,140028.0
AI Engineer,Senior,Medium,Canada,Full-time,50,11.0,150798.0
Business Intelligence Analyst,Entry,Small,Australia,Contract,50,2.0,30954.0
Data Engineer,Mid,Medium,Germany,Part-time,0,1.0,57770.0
Business Intelligence Analyst,Senior,Large,UK,Part-time,50,14.0,159438.0
Data Engineer,Entry,Small,Canada,Contract,0,1.0,33156.0
Machine Learning Engineer,Senior,Large,,Contract,0,13.0,163548.0
Machine Learning Engineer,Executive,Medium,USA,Part-time,100,4.0,147111.0
Data Scientist,Entry,Medium,Australia,Part-time,50,9.0,74219.0
Business Intelligence Analyst,Mid,Large,India,Contract,100,11.0,114049.0
Data Analyst,Mid,Medium,Germany,Contract,100,6.0,76113.0
Business Intelligence Analyst,Mid,Small,Germany,Full-time,0,7.0,77563.0
Data Analyst,Entry,Large,USA,Full-time,50,9.0,70889.0
AI Engineer,Entry,Small,UK,Part-time,0,14.0,88498.0
Business Intelligence Analyst,Mid,Large,Australia,Contract,0,7.0,83131.0
AI Engineer,Senior,Medium,Australia,Part-time,50,12.0,142696.0
Machine Learning Engineer,Senior,Large,India,Full-time,0,11.0,142704.0
Machine Learning Engineer,Mid,Large,Germany,Full-time,50,7.0,
Data Scientist,Entry,Small,Canada,Part-time,50,14.0,89765.0
Business Intelligence Analyst,Mid,Medium,Germany,Full-time,0,9.0,102524.0
AI Engineer,Entry,Small,India,Contract,0,11.0,75002.0
Data Analyst,Senior,Medium,Germany,Part-time,100,10.0,141390.0
Machine Learning Engineer,Senior,Small,USA,Contract,0,2.0,101668.0
Machine Learning Engineer,Senior,Large,Germany,Contract,50,13.0,163946.0
Data Analyst,Senior,Small,Germany,Full-time,100,10.0,149236.0
AI Engineer,Entry,Medium,Canada,Contract,50,1.0,31244.0
AI Engineer,Senior,Medium,USA,Part-time,100,12.0,146641.0
Business Intelligence Analyst,Mid,Large,,Contract,0,3.0,55941.0
Business Intelligence Analyst,Senior,Medium,Germany,Contract,0,14.0,162815.0
Data Engineer,Entry,Small,Australia,Contract,0,0.0,16541.0
Data Engineer,Senior,Large,Canada,Contract,50,2.0,105624.0
Data Scientist,Senior,Medium,,Contract,100,10.0,139966.0
Machine Learning Engineer,Entry,Medium,Germany,Full-time,50,8.0,51421.0
Business Intelligence Analyst,Mid,Small,India,Part-time,100,6.0,75765.0
AI Engineer,Senior,Small,India,Full-time,0,6.0,126819.0
Data Analyst,Mid,Large,Australia,Part-time,50,0.0,57223.0
AI Engineer,Entry,Medium,Canada,Part-time,0,6.0,44001.0
Machine Learning Engineer,Entry,Small,,Part-time,50,9.0,
Data Engineer,Entry,Large,India,Part-time,0,6.0,45248.0
AI Engineer,Senior,Medium,UK,Part-time,50,3.0,99959.0
Data Scientist,Mid,Medium,USA,Contract,50,6.0,88034.0
Machine Learning Engineer,Entry,Large,India,Full-time,100,7.0,63645.0
Data Engineer,Mid,Large,India,Full-time,0,2.0,53889.0
Data Analyst,Mid,Small,Canada,Contract,100,12.0,101326.0
Data Engineer,Entry,Medium,Australia,Part-time,100,9.0,
Data Scientist,Mid,Medium,UK,Full-time,0,1.0,48358.0
Machine Learning Engineer,Mid,Medium,India,Contract,50,6.0,71585.0
Data Analyst,Mid,Large,India,Contract,100,4.0,
Data Scientist,Senior,Small,Canada,Full-time,0,4.0,111560.0
Data Engineer,Entry,Medium,Canada,Full-time,50,13.0,91772.0
Data Scientist,Mid,Large,Australia,Part-time,100,4.0,75818.0
Machine Learning Engineer,Mid,Medium,UK,Part-time,100,14.0,129175.0
Business Intelligence Analyst,Mid,Small,USA,Full-time,100,6.0,73332.0
Data Scientist,Mid,Medium,Australia,Part-time,50,,97087.0
Data Scientist,Mid,Small,,Contract,100,10.0,92820.0
Data Engineer,Senior,Small,Germany,Part-time,50,7.0,130472.0
Data Engineer,Mid,Medium,India,Part-time,100,5.0,69959.0
Data Analyst,Mid,Medium,UK,Contract,0,6.0,87443.0
Data Engineer,Senior,Small,Australia,Part-time,100,8.0,132366.0
AI Engineer,Mid,Large,India,Contract,0,13.0,106301.0
Machine Learning Engineer,Entry,Small,UK,Part-time,0,10.0,70551.0
Machine Learning Engineer,Entry,Medium,UK,Full-time,0,5.0,39112.0
Business Intelligence Analyst,Entry,Medium,UK,Part-time,50,0.0,22763.0
Business Intelligence Analyst,Senior,Large,India,Full-time,0,3.0,106774.0
Machine Learning Engineer,Senior,Small,,Full-time,100,7.0,131882.0
Business Intelligence Analyst,Senior,Small,Canada,Full-time,50,6.0,118620.0
Data Analyst,Mid,Small,,Full-time,0,2.0,57245.0
Data Engineer,Mid,Medium,UK,Full-time,50,9.0,
Machine Learning Engineer,Entry,Small,Australia,Contract,50,2.0,22105.0
Business Intelligence Analyst,Mid,Large,Germany,Contract,50,10.0,99745.0
Machine Learning Engineer,Mid,Medium,,Contract,100,2.0,55630.0
AI Engineer,Executive,Medium,UK,Full-time,0,,178206.0
Data Scientist,Entry,Small,Germany,Part-time,50,14.0,98953.0
Data Engineer,Mid,Large,Canada,Contract,50,0.0,42628.0
Machine Learning Engineer,Mid,Medium,UK,Part-time,50,14.0,120068.0
Data Scientist,Mid,Medium,Germany,Part-time,0,9.0,98394.0
Business Intelligence Analyst,Mid,Small,UK,Full-time,50,0.0,41067.0
Data Scientist,Senior,Small,India,Full-time,50,5.0,122890.0
Data Engineer,Entry,Large,Australia,Full-time,100,13.0,94397.0
Machine Learning Engineer,Senior,Small,Germany,Contract,0,13.0,160245.0
AI Engineer,Mid,Large,,Full-time,100,0.0,49859.0
Business Intelligence Analyst,Senior,Medium,India,Contract,0,4.0,106642.0
Machine Learning Engineer,Senior,Large,India,Contract,0,3.0,110377.0
Data Engineer,Mid,Large,Australia,Contract,0,4.0,64066.0
Business Intelligence Analyst,Entry,Large,Germany,Contract,100,6.0,40947.0
Data Analyst,Executive,Medium,Australia,Full-time,100,5.0,146171.0
Data Scientist,Mid,Small,Australia,Contract,100,11.0,
Data Engineer,Senior,Medium,USA,Full-time,100,8.0,126114.0
Data Analyst,Entry,Small,Germany,Full-time,50,5.0,35171.0
Machine Learning Engineer,Mid,Large,USA,Contract,50,8.0,92818.0
AI Engineer,Senior,Large,UK,Full-time,50,,104335.0
Business Intelligence Analyst,Senior,Large,Australia,Part-time,0,0.0,90051.0
Data Scientist,Mid,Large,UK,Full-time,50,0.0,46209.0
Business Intelligence Analyst,Senior,Large,Germany,Full-time,0,9.0,135380.0
Machine Learning Engineer,Mid,Small,Australia,Contract,100,6.0,73577.0
Business Intelligence Analyst,Entry,Small,UK,Contract,0,12.0,78380.0
Data Scientist,Mid,Large,Canada,Full-time,0,12.0,104076.0
Machine Learning Engineer,Mid,Medium,India,Contract,50,12.0,100157.0
Business Intelligence Analyst,Senior,Medium,Australia,Part-time,100,2.0,97777.0
AI Engineer,Mid,Large,India,Part-time,100,1.0,64101.0
Data Engineer,Entry,Small,USA,Contract,50,13.0,83437.0
Machine Learning Engineer,Entry,Medium,UK,Full-time,100,5.0,
Data Engineer,Mid,Medium,USA,Part-time,100,5.0,80279.0
Machine Learning Engineer,Mid,Medium,Australia,Part-time,100,12.0,
AI Engineer,Senior,Large,India,Full-time,50,6.0,117200.0
Data Engineer,Mid,Medium,India,Contract,100,4.0,78761.0
Data Analyst,Senior,Medium,UK,Part-time,0,7.0,129847.0
Data Scientist,Executive,Medium,Australia,Full-time,0,6.0,
Data Analyst,Mid,Medium,Canada,Full-time,100,1.0,46810.0
Business Intelligence Analyst,Senior,Small,Canada,Part-time,50,14.0,157895.0
AI Engineer,Senior,Large,UK,Contract,50,,98510.0
Data Analyst,Mid,Large,Australia,Part-time,50,12.0,106953.0
Machine Learning Engineer,Entry,Small,UK,Full-time,100,13.0,94414.0
Business Intelligence Analyst,Mid,Small,Australia,Part-time,100,8.0,86323.0
Business Intelligence Analyst,Mid,Large,USA,Contract,0,4.0,65605.0
Data Analyst,Senior,Medium,UK,Full-time,50,11.0,140891.0
Data Analyst,Mid,Medium,Australia,Contract,0,10.0,93076.0
AI Engineer,Senior,Large,Canada,Part-time,0,4.0,118728.0
Data Scientist,Mid,Medium,Australia,Part-time,50,11.0,95619.0
Data Analyst,Entry,Small,Australia,Contract,100,9.0,66094.0
Data Analyst,Executive,Medium,,Part-time,100,3.0,137407.0
Data Engineer,Mid,Medium,,Contract,0,1.0,57644.0
Machine Learning Engineer,Mid,Medium,USA,Part-time,0,4.0,63004.0
Data Engineer,Mid,Large,USA,Contract,0,1.0,
Data Engineer,Entry,Small,,Contract,0,11.0,84980.0
Business Intelligence Analyst,Mid,Medium,Germany,Full-time,50,6.0,74039.0
Data Scientist,Mid,Large,UK,Full-time,0,10.0,91304.0
Machine Learning Engineer,Mid,Medium,India,Contract,0,8.0,85630.0
AI Engineer,Executive,Small,UK,Part-time,100,,167282.0
AI Engineer,Mid,Medium,Germany,Part-time,100,10.0,93307.0
Data Analyst,Entry,Small,USA,Part-time,100,5.0,52745.0
Data Analyst,Mid,Medium,Germany,Contract,50,0.0,46665.0
AI Engineer,Senior,Small,Canada,Contract,50,12.0,144294.0
Data Analyst,Entry,Medium,Canada,Contract,100,,36787.0
Data Scientist,Entry,Small,UK,Contract,100,4.0,31073.0
Data Engineer,Entry,Medium,UK,Full-time,0,3.0,28599.0
Data Analyst,Entry,Medium,India,Contract,0,11.0,80389.0
Business Intelligence Analyst,Senior,Large,India,Part-time,50,5.0,116345.0
Data Analyst,Senior,Large,Canada,Full-time,50,5.0,117318.0
Machine Learning Engineer,Mid,Small,USA,Part-time,0,13.0,121107.0
Data Scientist,Mid,Medium,Germany,Contract,100,5.0,68055.0
Machine Learning Engineer,Mid,Small,India,Full-time,0,1.0,
Machine Learning Engineer,Executive,Large,Australia,Contract,50,14.0,196320.0
Business Intelligence Analyst,Executive,Small,India,Full-time,50,13.0,191513.0
Data Scientist,Mid,Small,USA,Part-time,0,6.0,74642.0
Data Scientist,Senior,Large,USA,Contract,0,13.0,154321.0
Data Scientist,Senior,Medium,UK,Contract,0,3.0,109432.0
Data Scientist,Mid,Small,Germany,Full-time,50,12.0,104466.0
Data Scientist,Entry,Large,USA,Full-time,100,14.0,91458.0
Business Intelligence Analyst,Mid,Medium,India,Contract,0,11.0,110879.0
Data Analyst,Senior,Large,India,Full-time,50,8.0,138855.0
Machine Learning Engineer,Executive,Small,Canada,Contract,50,9.0,173284.0
Data Scientist,Senior,Medium,USA,Full-time,50,1.0,95758.0
Data Analyst,Senior,Medium,Australia,Part-time,0,4.0,117665.0
Data Analyst,Mid,Large,UK,Full-time,0,13.0,115991.0
Machine Learning Engineer,Senior,Large,Germany,Part-time,100,3.0,114561.0
Business Intelligence Analyst,Senior,Large,Australia,Full-time,50,8.0,124511.0
AI Engineer,Mid,Medium,UK,Full-time,0,3.0,65796.0
AI Engineer,Mid,Medium,India,Contract,50,7.0,78881.0
Data Analyst,Senior,Small,Australia,Full-time,50,7.0,130668.0
Data Engineer,Entry,Medium,UK,Full-time,100,5.0,37413.0
Data Engineer,Senior,Small,India,Part-time,0,5.0,106544.0
Machine Learning Engineer,Entry,Large,India,Full-time,0,10.0,75729.0
AI Engineer,Mid,Large,India,Contract,50,7.0,79784.0
Data Analyst,Senior,Medium,India,Part-time,50,11.0,140626.0
Business Intelligence Analyst,Entry,Large,India,Contract,100,12.0,74514.0
AI Engineer,Entry,Large,Canada,Contract,100,11.0,66145.0
Data Analyst,Mid,Medium,,Contract,100,9.0,94102.0
Data Analyst,Senior,Small,UK,Contract,100,8.0,131498.0
Data Scientist,Entry,Medium,Canada,Part-time,100,14.0,85450.0
Business Intelligence Analyst,Senior,Small,Canada,Full-time,100,4.0,117950.0
Data Scientist,Entry,Medium,USA,Contract,50,10.0,79389.0
Machine Learning Engineer,Executive,Medium,USA,Part-time,100,0.0,124507.0
Data Scientist,Executive,Large,USA,Contract,50,0.0,133535.0
Data Scientist,Mid,Medium,Germany,Full-time,50,14.0,
AI Engineer,Mid,Medium,USA,Part-time,0,1.0,58523.0
Data Engineer,Mid,Small,UK,Part-time,50,9.0,88992.0
Data Analyst,Mid,Large,Canada,Full-time,50,9.0,93522.0
Business Intelligence Analyst,Entry,Small,UK,Part-time,100,4.0,38027.0
Data Scientist,Entry,Small,Australia,Full-time,50,3.0,36972.0
Business Intelligence Analyst,Entry,Large,USA,Part-time,100,0.0,25305.0
Data Engineer,Mid,Large,Germany,Part-time,100,3.0,65793.0
Data Engineer,Entry,Large,Australia,Full-time,100,3.0,44361.0
Data Scientist,Mid,Medium,Germany,Full-time,0,9.0,85529.0
Machine Learning Engineer,Executive,Large,Australia,Part-time,100,3.0,154276.0
Data Scientist,Mid,Large,Canada,Part-time,50,0.0,44734.0
AI Engineer,Mid,Large,UK,Full-time,100,8.0,93898.0
Data Analyst,Mid,Small,India,Full-time,100,13.0,123909.0
Machine Learning Engineer,Senior,Small,UK,Part-time,100,2.0,102985.0
Data Scientist,Senior,Medium,USA,Part-time,0,12.0,153989.0
Business Intelligence Analyst,Senior,Small,India,Part-time,50,3.0,97742.0
Machine Learning Engineer,Executive,Medium,Germany,Full-time,0,4.0,144635.0
Machine Learning Engineer,Entry,Small,Canada,Part-time,50,12.0,74425.0
Data Scientist,Senior,Large,Canada,Contract,0,12.0,148661.0
Machine Learning Engineer,Senior,Small,Germany,Full-time,50,6.0,113830.0
Business Intelligence Analyst,Entry,Medium,USA,Part-time,0,5.0,35533.0
Data Engineer,Executive,Small,Germany,Full-time,100,4.0,154250.0
Machine Learning Engineer,Entry,Large,Australia,Contract,0,7.0,57247.0
Data Engineer,Mid,Medium,USA,Full-time,0,13.0,109087.0
Business Intelligence Analyst,Entry,Large,India,Part-time,100,0.0,
Data Scientist,Mid,Large,Germany,Contract,100,6.0,83293.0
Data Analyst,Senior,Medium,USA,Contract,50,11.0,144082.0
Machine Learning Engineer,Mid,Large,,Part-time,50,5.0,67355.0
Data Analyst,Mid,Large,Germany,Part-time,50,10.0,91955.0
Business Intelligence Analyst,Mid,Small,Canada,Part-time,0,4.0,62971.0
Machine Learning Engineer,Senior,Large,Germany,Full-time,50,,115539.0
Data Engineer,Entry,Large,UK,Full-time,0,2.0,27493.0
AI Engineer,Mid,Large,Germany,Full-time,0,,58056.0
Data Analyst,Senior,Large,UK,Part-time,50,8.0,122836.0
Machine Learning Engineer,Senior,Medium,India,Part-time,50,,89939.0
Data Analyst,Mid,Small,Germany,Full-time,0,12.0,103644.0
Machine Learning Engineer,Senior,Large,India,Contract,100,9.0,143681.0
Data Scientist,Senior,Large,India,Full-time,100,14.0,153166.0
Data Engineer,Senior,Medium,USA,Contract,0,2.0,99511.0
Data Analyst,Mid,Large,India,Part-time,50,7.0,75183.0
AI Engineer,Entry,Medium,India,Part-time,0,11.0,74475.0
AI Engineer,Entry,Small,Germany,Full-time,0,9.0,74230.0
Business Intelligence Analyst,Entry,Small,Germany,Full-time,50,8.0,61332.0
Machine Learning Engineer,Mid,Large,Canada,Part-time,100,12.0,115173.0
Data Analyst,Entry,Large,USA,Full-time,0,,29988.0
Business Intelligence Analyst,Mid,Large,India,Part-time,100,5.0,69722.0
Data Analyst,Mid,Medium,USA,Part-time,100,6.0,85194.0
Machine Learning Engineer,Entry,Large,UK,Contract,50,14.0,97166.0
AI Engineer,Senior,Large,,Full-time,0,0.0,97891.0
Data Scientist,Mid,Small,USA,Part-time,0,13.0,119072.0
AI Engineer,Entry,Large,Canada,Full-time,100,6.0,55976.0
Business Intelligence Analyst,Senior,Small,Canada,Contract,100,3.0,100855.0
Data Engineer,Entry,Large,,Contract,50,4.0,43294.0
Data Scientist,Senior,Small,UK,Full-time,100,7.0,127046.0
Business Intelligence Analyst,Senior,Large,Canada,Full-time,50,3.0,95676.0
Machine Learning Engineer,Mid,Small,Canada,Part-time,0,14.0,114090.0
Data Scientist,Senior,Medium,UK,Contract,50,3.0,107498.0
Business Intelligence Analyst,Mid,Small,USA,Contract,100,7.0,87777.0
Machine Learning Engineer,Mid,Small,Canada,Contract,0,,129070.0
AI Engineer,Entry,Small,Germany,Full-time,50,4.0,38382.0
Data Engineer,Entry,Large,Australia,Part-time,0,12.0,85006.0
Machine Learning Engineer,Senior,Large,Australia,Full-time,50,5.0,114034.0
Data Analyst,Mid,Large,Canada,Full-time,100,11.0,103526.0
Machine Learning Engineer,Mid,Medium,,Full-time,100,10.0,103930.0
Machine Learning Engineer,Mid,Medium,USA,Part-time,0,13.0,106110.0
Data Engineer,Mid,Small,India,Full-time,0,4.0,76962.0
Data Analyst,Entry,Medium,Germany,Contract,0,0.0,26445.0
Business Intelligence Analyst,Mid,Small,USA,Contract,50,6.0,70386.0
Business Intelligence Analyst,Senior,Small,UK,Contract,100,5.0,123584.0
Machine Learning Engineer,Entry,Small,Germany,Part-time,0,1.0,27906.0
Data Analyst,Entry,Medium,Australia,Full-time,0,10.0,
Data Analyst,Entry,Large,Germany,Part-time,0,6.0,55033.0
Data Engineer,Mid,Medium,UK,Full-time,50,5.0,80708.0
AI Engineer,Senior,Small,Canada,Contract,0,4.0,106321.0
Business Intelligence Analyst,Entry,Small,UK,Full-time,0,7.0,53678.0
Data Engineer,Entry,Medium,UK,Full-time,50,4.0,41924.0
Data Scientist,Mid,Small,Canada,Full-time,50,10.0,103565.0
Business Intelligence Analyst,Senior,Small,Canada,Part-time,0,1.0,93732.0
Data Engineer,Mid,Medium,,Full-time,0,5.0,70631.0
Business Intelligence Analyst,Mid,Medium,Canada,Full-time,50,13.0,115252.0
AI Engineer,Senior,Medium,Canada,Full-time,100,11.0,147438.0
Data Scientist,Mid,Small,UK,Part-time,50,0.0,45169.0
AI Engineer,Senior,Small,India,Part-time,100,4.0,106787.0
Data Scientist,Senior,Large,India,Part-time,0,13.0,150232.0
Machine Learning Engineer,Entry,Large,USA,Full-time,0,5.0,39288.0
Data Engineer,Entry,Medium,India,Contract,100,14.0,86734.0
Data Scientist,Entry,Large,Australia,Contract,50,6.0,57464.0
AI Engineer,Mid,Small,India,Contract,0,13.0,111240.0
Business Intelligence Analyst,Executive,Large,UK,Full-time,100,1.0,141581.0
Data Scientist,Mid,Small,Canada,Contract,50,0.0,47814.0
Data Engineer,Entry,Medium,Canada,Contract,100,5.0,45386.0
Data Scientist,Senior,Medium,UK,Contract,50,2.0,97851.0
Data Analyst,Mid,Small,Australia,Full-time,50,4.0,61600.0
Business Intelligence Analyst,Entry,Large,India,Contract,50,11.0,71866.0
Data Engineer,Mid,Medium,UK,Contract,50,14.0,113692.0
Data Engineer,Mid,Medium,USA,Full-time,100,10.0,109467.0
Machine Learning Engineer,Senior,Large,,Part-time,100,12.0,140332.0
AI Engineer,Entry,Large,Germany,Contract,100,14.0,
Machine Learning Engineer,Entry,Small,USA,Part-time,100,1.0,29109.0
Data Engineer,Mid,Large,Australia,Contract,100,14.0,124847.0
Business Intelligence Analyst,Entry,Large,USA,Full-time,50,0.0,24507.0
Data Scientist,Mid,Large,UK,Part-time,0,0.0,49963.0
Data Scientist,Mid,Small,India,Part-time,0,12.0,106106.0
Business Intelligence Analyst,Mid,Small,Canada,Part-time,100,10.0,97333.0
Data Engineer,Senior,Medium,Australia,Part-time,100,3.0,111058.0
Data Scientist,Mid,Small,Australia,Contract,0,9.0,91655.0
Data Scientist,Entry,Medium,Germany,Contract,50,12.0,75308.0
Data Scientist,Mid,Large,USA,Part-time,100,1.0,64105.0
AI Engineer,Senior,Medium,Germany,Contract,50,,81064.0
AI Engineer,Senior,Medium,India,Part-time,0,5.0,
Data Analyst,Entry,Large,India,Part-time,0,13.0,86115.0
