,job_title,experience_level,company_size,company_location,employment_type,remote_ratio,years_experience,salary_usd
1135,AI Engineer,Entry,Small,Australia,Full-time,100,7.0,63337.0
1136,Business Intelligence Analyst,Senior,Medium,Canada,Full-time,100,11.0,138657.0
1137,Data Scientist,Senior,Small,India,Full-time,0,11.0,153680.0
1138,AI Engineer,Mid,Medium,USA,Contract,0,6.0,87158.0
1139,Data Engineer,Mid,Large,Canada,Contract,0,14.0,129195.0
1140,Data Analyst,Senior,Medium,Australia,Full-time,50,14.0,159572.0
1141,AI Engineer,Mid,Small,USA,Part-time,100,7.0,98182.0
1142,Business Intelligence Analyst,Senior,Large,Germany,Part-time,100,12.0,152979.0
1143,Data Engineer,Entry,Medium,Canada,Part-time,0,7.0,87867.0
1144,Data Scientist,Senior,Large,Germany,Full-time,0,13.0,88269.0
1145,Data Scientist,Senior,Medium,India,Part-time,50,2.0,103006.0
1146,Business Intelligence Analyst,Senior,Large,Australia,Full-time,100,9.0,129329.0
1147,Business Intelligence Analyst,Entry,Small,India,Contract,50,3.0,28097.0
1148,Data Analyst,Mid,Medium,Australia,Part-time,100,5.0,66404.0
1149,Data Scientist,Mid,Medium,UK,Contract,50,7.0,55101.0
1150,Data Engineer,Mid,Small,India,Part-time,0,10.0,91369.0
1151,AI Engineer,Mid,Large,Germany,Full-time,50,8.0,86665.0
1152,Data Engineer,Entry,Small,Australia,Full-time,50,7.0,63448.0
1153,Machine Learning Engineer,Senior,Small,India,Full-time,0,5.0,107765.0
1154,Machine Learning Engineer,Mid,Large,Canada,Full-time,100,3.0,74201.0
1155,Business Intelligence Analyst,Entry,Small,Australia,Part-time,100,6.0,40716.0
1156,Data Analyst,Mid,Medium,Australia,Contract,0,12.0,113850.0
1157,Machine Learning Engineer,Mid,Medium,India,Full-time,50,14.0,111711.0
1158,Data Scientist,Entry,Medium,UK,Part-time,50,10.0,66261.0
1159,Data Engineer,Executive,Small,India,Contract,50,2.0,146392.0
1160,Data Engineer,Senior,Medium,Germany,Full-time,100,9.0,131086.0
1161,Business Intelligence Analyst,Mid,Medium,Germany,Contract,50,14.0,124362.0
1162,AI Engineer,Entry,Medium,Australia,Full-time,100,7.0,56223.0
1163,Business Intelligence Analyst,Senior,Medium,Australia,Contract,50,0.0,96220.0
1164,AI Engineer,Mid,Medium,India,Contract,0,2.0,63392.0
1165,Business Intelligence Analyst,Mid,Medium,Germany,Full-time,0,10.0,92246.0
1166,Business Intelligence Analyst,Mid,Small,Germany,Part-time,100,4.0,88269.0
1167,Business Intelligence Analyst,Mid,Medium,UK,Contract,100,4.0,77234.0
1168,AI Engineer,Mid,Medium,Canada,Full-time,0,9.0,102491.0
1169,AI Engineer,Mid,Large,UK,Contract,0,13.0,121683.0
1170,Business Intelligence Analyst,Mid,Small,USA,Contract,50,1.0,54669.0
1171,Machine Learning Engineer,Senior,Small,UK,Part-time,0,9.0,126082.0
1172,Data Analyst,Mid,Small,India,Contract,100,7.0,86148.0
1173,Data Analyst,Senior,Small,Canada,Contract,0,4.0,108167.0
1174,Data Analyst,Senior,Medium,India,Full-time,100,6.0,119557.0
1175,AI Engineer,Mid,Medium,USA,Full-time,100,14.0,129184.0
1176,AI Engineer,Mid,Large,Canada,Part-time,50,6.0,81728.0
1177,Machine Learning Engineer,Mid,Large,Australia,Contract,50,13.0,108951.0
1178,Data Analyst,Mid,Small,Germany,Contract,50,4.0,74677.0
1179,Data Analyst,Senior,Large,UK,Contract,50,7.0,130969.0
1180,Business Intelligence Analyst,Mid,Large,India,Part-time,0,8.0,88967.0
1181,AI Engineer,Executive,Small,USA,Contract,50,3.0,141768.0
1182,Data Analyst,Entry,Small,Germany,Full-time,0,3.0,42836.0
1183,Data Engineer,Entry,Large,UK,Part-time,50,7.0,63065.0
1184,Machine Learning Engineer,Mid,Medium,Germany,Full-time,50,0.0,88269.0
1185,Data Engineer,Entry,Large,UK,Full-time,100,14.0,82303.0
1186,Data Engineer,Entry,Large,Australia,Part-time,0,3.0,40163.0
1187,Machine Learning Engineer,Mid,Medium,Canada,Full-time,100,5.0,72157.0
1188,Data Engineer,Entry,Medium,Germany,Contract,50,12.0,88235.0
1189,Data Analyst,Entry,Small,Germany,Part-time,0,3.0,88269.0
1190,AI Engineer,Executive,Small,Germany,Full-time,50,5.0,161129.0
1191,Machine Learning Engineer,Entry,Large,Canada,Contract,100,4.0,39519.0
1192,Business Intelligence Analyst,Senior,Medium,USA,Contract,0,13.0,145244.0
1193,Data Engineer,Senior,Small,India,Full-time,100,8.0,128948.0
1194,Machine Learning Engineer,Senior,Large,Australia,Contract,50,9.0,134015.0
1195,Data Scientist,Entry,Medium,Germany,Part-time,50,8.0,61019.0
1196,Data Scientist,Senior,Large,Canada,Full-time,50,3.0,97779.0
1197,AI Engineer,Mid,Small,USA,Contract,0,12.0,118230.0
1198,Data Analyst,Mid,Small,UK,Contract,100,13.0,118723.0
1199,AI Engineer,Mid,Medium,Canada,Full-time,100,3.0,67803.0
1200,AI Engineer,Senior,Large,Australia,Full-time,50,7.0,151857.0
1201,AI Engineer,Mid,Medium,Australia,Full-time,100,7.0,88698.0
1202,AI Engineer,Senior,Small,UK,Full-time,0,9.0,126792.0
1203,Business Intelligence Analyst,Mid,Small,Germany,Part-time,50,14.0,125376.0
1204,Business Intelligence Analyst,Senior,Large,Australia,Full-time,50,3.0,113118.0
1205,Machine Learning Engineer,Executive,Large,USA,Part-time,50,1.0,138117.0
1206,Data Scientist,Entry,Large,Canada,Part-time,0,12.0,88269.0
1207,AI Engineer,Executive,Medium,USA,Full-time,50,12.0,185188.0
1208,Machine Learning Engineer,Entry,Large,Germany,Part-time,50,13.0,91018.0
1209,Data Scientist,Entry,Large,USA,Full-time,50,14.0,88269.0
1210,Data Engineer,Entry,Small,USA,Full-time,50,1.0,20281.0
1211,Data Analyst,Mid,Small,India,Contract,100,0.0,40944.0
1212,Business Intelligence Analyst,Mid,Large,USA,Full-time,50,4.0,61511.0
1213,Data Engineer,Entry,Large,UK,Contract,0,14.0,92718.0
1214,Data Scientist,Entry,Small,Canada,Part-time,50,5.0,52242.0
1215,Data Engineer,Senior,Large,India,Contract,50,8.0,139944.0
1216,Data Analyst,Senior,Medium,Canada,Part-time,100,4.0,108369.0
1217,Data Scientist,Senior,Medium,Canada,Full-time,50,12.0,152120.0
1218,Data Engineer,Senior,Medium,Germany,Part-time,100,5.0,118721.0
1219,Business Intelligence Analyst,Senior,Large,Germany,Part-time,0,5.0,107615.0
1220,Business Intelligence Analyst,Entry,Small,India,Full-time,100,2.0,37997.0
1221,Machine Learning Engineer,Mid,Large,Australia,Part-time,50,11.0,110629.0
1222,Data Engineer,Senior,Large,Germany,Full-time,0,3.0,97840.0
1223,AI Engineer,Entry,Small,Germany,Contract,50,0.0,24051.0
1224,Data Engineer,Mid,Small,Germany,Full-time,100,3.0,56774.0
1225,Data Scientist,Entry,Small,Canada,Full-time,0,0.0,23262.0
1226,Data Scientist,Mid,Medium,India,Part-time,0,14.0,113871.0
1227,Data Engineer,Mid,Large,Canada,Contract,100,4.0,68273.0
1228,Data Analyst,Mid,Small,UK,Full-time,100,10.0,107229.0
1229,Business Intelligence Analyst,Mid,Large,Canada,Contract,0,10.0,99408.0
1230,Data Scientist,Mid,Medium,UK,Contract,0,7.0,78260.0
1231,Business Intelligence Analyst,Entry,Medium,USA,Part-time,100,7.0,48145.0
1232,Data Scientist,Entry,Small,USA,Full-time,50,4.0,37802.0
1233,Machine Learning Engineer,Senior,Small,UK,Part-time,0,13.0,147263.0
1234,AI Engineer,Mid,Large,UK,Full-time,100,9.0,93155.0
1235,Data Scientist,Entry,Small,Canada,Contract,50,1.0,15922.0
1236,Business Intelligence Analyst,Senior,Large,UK,Full-time,0,11.0,141695.0
1237,Machine Learning Engineer,Entry,Small,India,Full-time,0,5.0,40758.0
1238,Data Scientist,Mid,Large,USA,Contract,100,0.0,52576.0
1239,Data Analyst,Entry,Large,USA,Contract,50,6.0,59014.0
1240,AI Engineer,Senior,Large,Australia,Full-time,0,7.0,137816.0
1241,Data Scientist,Mid,Large,UK,Part-time,50,3.0,62556.0
1242,Machine Learning Engineer,Entry,Medium,Germany,Full-time,50,4.0,46225.0
1243,Data Analyst,Senior,Large,Germany,Contract,0,5.0,110930.0
1244,Data Engineer,Mid,Small,UK,Part-time,50,10.0,101633.0
1245,Machine Learning Engineer,Entry,Medium,India,Contract,0,0.0,13512.0
1246,Machine Learning Engineer,Entry,Medium,Germany,Contract,50,8.0,56066.0
1247,Data Analyst,Entry,Large,Australia,Part-time,0,9.0,68207.0
1248,Machine Learning Engineer,Entry,Medium,UK,Contract,100,3.0,88269.0
1249,Data Analyst,Mid,Large,India,Contract,0,7.0,77060.0
1250,Data Scientist,Senior,Small,India,Contract,0,4.0,114013.0
1251,Data Analyst,Mid,Large,Canada,Contract,0,10.0,109418.0
1252,Data Analyst,Entry,Medium,India,Contract,50,7.0,47387.0
1253,AI Engineer,Entry,Small,Germany,Contract,100,14.0,88031.0
1254,Data Analyst,Entry,Large,Germany,Contract,50,0.0,11799.0
1255,Data Analyst,Mid,Small,UK,Contract,50,7.0,77780.0
1256,Data Engineer,Senior,Small,UK,Contract,0,10.0,131127.0
1257,Data Scientist,Entry,Medium,India,Full-time,50,12.0,77365.0
1258,AI Engineer,Senior,Small,Australia,Full-time,0,10.0,144635.0
1259,Data Engineer,Senior,Medium,USA,Contract,100,3.0,102611.0
1260,Business Intelligence Analyst,Mid,Small,Canada,Full-time,50,1.0,57646.0
1261,Data Scientist,Senior,Large,USA,Part-time,50,10.0,137535.0
1262,Data Scientist,Mid,Small,India,Full-time,50,5.0,79504.0
1263,Business Intelligence Analyst,Mid,Large,India,Contract,0,1.0,54364.0
1264,Data Analyst,Mid,Large,USA,Contract,0,7.0,62808.0
1265,Data Engineer,Mid,Small,Canada,Full-time,50,1.0,58055.0
1266,Machine Learning Engineer,Entry,Large,USA,Contract,50,2.0,24297.0
1267,AI Engineer,Mid,Small,UK,Part-time,100,10.0,101209.0
1268,Machine Learning Engineer,Entry,Small,Germany,Part-time,100,5.0,35448.0
1269,Business Intelligence Analyst,Mid,Large,Australia,Contract,100,0.0,45008.0
1270,Data Scientist,Entry,Large,UK,Part-time,100,7.0,52177.0
1271,Data Scientist,Senior,Medium,Germany,Part-time,100,2.0,106820.0
1272,AI Engineer,Senior,Large,Australia,Full-time,0,6.0,116012.0
1273,Data Scientist,Mid,Medium,Australia,Part-time,100,1.0,46620.0
1274,Data Scientist,Entry,Large,Australia,Full-time,100,13.0,88584.0
1275,AI Engineer,Senior,Small,India,Contract,50,5.0,105948.0
1276,Data Engineer,Senior,Large,Australia,Full-time,0,7.0,124319.0
1277,Data Engineer,Senior,Small,India,Contract,100,14.0,166575.0
1278,AI Engineer,Entry,Small,USA,Contract,100,14.0,92204.0
1279,Business Intelligence Analyst,Mid,Small,Canada,Contract,100,14.0,121952.0
1280,Data Scientist,Entry,Medium,USA,Contract,50,0.0,27787.0
1281,Data Scientist,Entry,Large,UK,Contract,50,10.0,78374.0
1282,Business Intelligence Analyst,Senior,Small,UK,Full-time,50,10.0,131104.0
1283,Data Engineer,Senior,Small,USA,Contract,100,12.0,140548.0
1284,Data Analyst,Mid,Medium,Canada,Part-time,50,8.0,91640.0
1285,Data Analyst,Senior,Large,USA,Part-time,100,4.0,107903.0
1286,Data Analyst,Mid,Large,Australia,Contract,0,4.0,78168.0
1287,Data Engineer,Mid,Medium,India,Part-time,100,12.0,110613.0
1288,Data Engineer,Mid,Medium,India,Full-time,50,11.0,112188.0
1289,Business Intelligence Analyst,Senior,Large,India,Full-time,0,4.0,108990.0
1290,Data Scientist,Entry,Medium,Australia,Contract,100,5.0,46467.0
1291,Business Intelligence Analyst,Senior,Large,Australia,Contract,0,1.0,89238.0
1292,Business Intelligence Analyst,Senior,Large,UK,Contract,0,5.0,124644.0
1293,Data Engineer,Entry,Small,UK,Part-time,0,13.0,79367.0
1294,Data Analyst,Mid,Small,Australia,Part-time,100,10.0,95651.0
1295,Machine Learning Engineer,Senior,Large,Germany,Full-time,50,3.0,111204.0
1296,Data Scientist,Mid,Large,India,Part-time,100,7.0,94755.0
1297,Data Engineer,Senior,Large,India,Full-time,50,12.0,142093.0
1298,Data Analyst,Senior,Large,Germany,Part-time,100,10.0,134001.0
1299,Machine Learning Engineer,Mid,Large,Canada,Full-time,100,8.0,88269.0
1300,Machine Learning Engineer,Mid,Large,India,Contract,100,8.0,91272.0
1301,Data Engineer,Senior,Medium,USA,Part-time,50,7.0,88269.0
1302,AI Engineer,Mid,Large,Australia,Full-time,100,2.0,68901.0
1303,Data Scientist,Entry,Medium,Australia,Part-time,0,7.0,63697.0
1304,Machine Learning Engineer,Entry,Medium,Germany,Contract,100,10.0,77480.0
1305,Data Engineer,Mid,Large,India,Full-time,0,10.0,102371.0
1306,Data Engineer,Senior,Large,Canada,Part-time,50,3.0,104236.0
1307,Data Analyst,Senior,Medium,India,Part-time,50,7.0,93769.0
1308,AI Engineer,Mid,Medium,Australia,Contract,100,8.0,87061.0
1309,Data Scientist,Entry,Large,UK,Contract,100,4.0,48588.0
1310,Business Intelligence Analyst,Entry,Large,USA,Full-time,100,5.0,38902.0
1311,Data Analyst,Senior,Medium,Germany,Part-time,0,2.0,91352.0
1312,Machine Learning Engineer,Entry,Medium,UK,Part-time,50,10.0,61596.0
1313,Machine Learning Engineer,Entry,Medium,Canada,Contract,0,9.0,63767.0
1314,Data Analyst,Entry,Small,UK,Contract,0,7.0,45679.0
1315,Data Engineer,Mid,Medium,UK,Full-time,100,14.0,122020.0
1316,Machine Learning Engineer,Senior,Small,Canada,Part-time,100,6.0,122096.0
1317,AI Engineer,Entry,Large,UK,Part-time,0,0.0,21385.0
1318,Data Scientist,Mid,Large,Germany,Full-time,0,9.0,93509.0
1319,AI Engineer,Mid,Medium,Australia,Full-time,100,11.0,100734.0
1320,Machine Learning Engineer,Executive,Large,India,Contract,100,4.0,155675.0
1321,Business Intelligence Analyst,Entry,Large,UK,Contract,0,9.0,67693.0
1322,Data Scientist,Mid,Large,Germany,Full-time,100,8.0,99380.0
1323,Data Scientist,Mid,Large,India,Full-time,100,11.0,102407.0
1324,Data Analyst,Senior,Small,India,Part-time,0,10.0,141786.0
1325,Data Analyst,Mid,Small,UK,Full-time,0,11.0,97542.0
1326,Business Intelligence Analyst,Entry,Medium,India,Full-time,50,5.0,52062.0
1327,Data Engineer,Mid,Medium,Australia,Part-time,0,7.0,80366.0
1328,Data Scientist,Senior,Medium,UK,Full-time,100,9.0,132410.0
1329,Business Intelligence Analyst,Entry,Large,Canada,Contract,0,7.0,19835.0
1330,Data Analyst,Senior,Large,India,Contract,0,9.0,138647.0
1331,Data Analyst,Entry,Small,UK,Part-time,0,10.0,65541.0
1332,Data Scientist,Mid,Small,India,Full-time,50,6.0,87218.0
1333,AI Engineer,Mid,Medium,Germany,Contract,50,2.0,60433.0
1334,Machine Learning Engineer,Senior,Small,India,Contract,100,8.0,130547.0
1335,Data Analyst,Mid,Small,India,Contract,50,5.0,74860.0
1336,Data Engineer,Senior,Small,Australia,Contract,0,4.0,110745.0
1337,Data Engineer,Senior,Small,UK,Full-time,50,7.0,121818.0
1338,Data Analyst,Mid,Small,India,Full-time,0,7.0,89101.0
1339,AI Engineer,Senior,Medium,Germany,Full-time,50,11.0,140028.0
1340,AI Engineer,Senior,Medium,Canada,Full-time,50,11.0,150798.0
1341,Business Intelligence Analyst,Entry,Small,Australia,Contract,50,2.0,30954.0
1342,Data Engineer,Mid,Medium,Germany,Part-time,0,1.0,57770.0
1343,Business Intelligence Analyst,Senior,Large,UK,Part-time,50,14.0,159438.0
1344,Data Engineer,Entry,Small,Canada,Contract,0,1.0,33156.0
1345,Machine Learning Engineer,Senior,Large,India,Contract,0,13.0,163548.0
1346,Machine Learning Engineer,Executive,Medium,USA,Part-time,100,4.0,147111.0
1347,Data Scientist,Entry,Medium,Australia,Part-time,50,9.0,74219.0
1348,Business Intelligence Analyst,Mid,Large,India,Contract,100,11.0,114049.0
1349,Data Analyst,Mid,Medium,Germany,Contract,100,6.0,76113.0
1350,Business Intelligence Analyst,Mid,Small,Germany,Full-time,0,7.0,77563.0
1351,Data Analyst,Entry,Large,USA,Full-time,50,9.0,70889.0
1352,AI Engineer,Entry,Small,UK,Part-time,0,14.0,88498.0
1353,Business Intelligence Analyst,Mid,Large,Australia,Contract,0,7.0,83131.0
1354,AI Engineer,Senior,Medium,Australia,Part-time,50,12.0,142696.0
1355,Machine Learning Engineer,Senior,Large,India,Full-time,0,11.0,142704.0
1356,Machine Learning Engineer,Mid,Large,Germany,Full-time,50,7.0,88269.0
1357,Data Scientist,Entry,Small,Canada,Part-time,50,14.0,89765.0
1358,Business Intelligence Analyst,Mid,Medium,Germany,Full-time,0,9.0,102524.0
1359,AI Engineer,Entry,Small,India,Contract,0,11.0,75002.0
1360,Data Analyst,Senior,Medium,Germany,Part-time,100,10.0,141390.0
1361,Machine Learning Engineer,Senior,Small,USA,Contract,0,2.0,101668.0
1362,Machine Learning Engineer,Senior,Large,Germany,Contract,50,13.0,163946.0
1363,Data Analyst,Senior,Small,Germany,Full-time,100,10.0,149236.0
1364,AI Engineer,Entry,Medium,Canada,Contract,50,1.0,31244.0
1365,AI Engineer,Senior,Medium,USA,Part-time,100,12.0,146641.0
1366,Business Intelligence Analyst,Mid,Large,India,Contract,0,3.0,55941.0
1367,Business Intelligence Analyst,Senior,Medium,Germany,Contract,0,14.0,162815.0
1368,Data Engineer,Entry,Small,Australia,Contract,0,0.0,16541.0
1369,Data Engineer,Senior,Large,Canada,Contract,50,2.0,105624.0
1370,Data Scientist,Senior,Medium,India,Contract,100,10.0,139966.0
1371,Machine Learning Engineer,Entry,Medium,Germany,Full-time,50,8.0,51421.0
1372,Business Intelligence Analyst,Mid,Small,India,Part-time,100,6.0,75765.0
1373,AI Engineer,Senior,Small,India,Full-time,0,6.0,126819.0
1374,Data Analyst,Mid,Large,Australia,Part-time,50,0.0,57223.0
1375,AI Engineer,Entry,Medium,Canada,Part-time,0,6.0,44001.0
1376,Machine Learning Engineer,Entry,Small,India,Part-time,50,9.0,88269.0
1377,Data Engineer,Entry,Large,India,Part-time,0,6.0,45248.0
1378,AI Engineer,Senior,Medium,UK,Part-time,50,3.0,99959.0
1379,Data Scientist,Mid,Medium,USA,Contract,50,6.0,88034.0
1380,Machine Learning Engineer,Entry,Large,India,Full-time,100,7.0,63645.0
1381,Data Engineer,Mid,Large,India,Full-time,0,2.0,53889.0
1382,Data Analyst,Mid,Small,Canada,Contract,100,12.0,101326.0
1383,Data Engineer,Entry,Medium,Australia,Part-time,100,9.0,88269.0
1384,Data Scientist,Mid,Medium,UK,Full-time,0,1.0,48358.0
1385,Machine Learning Engineer,Mid,Medium,India,Contract,50,6.0,71585.0
1386,Data Analyst,Mid,Large,India,Contract,100,4.0,88269.0
1387,Data Scientist,Senior,Small,Canada,Full-time,0,4.0,111560.0
1388,Data Engineer,Entry,Medium,Canada,Full-time,50,13.0,91772.0
1389,Data Scientist,Mid,Large,Australia,Part-time,100,4.0,75818.0
1390,Machine Learning Engineer,Mid,Medium,UK,Part-time,100,14.0,129175.0
1391,Business Intelligence Analyst,Mid,Small,USA,Full-time,100,6.0,73332.0
1392,Data Scientist,Mid,Medium,Australia,Part-time,50,7.0,97087.0
1393,Data Scientist,Mid,Small,India,Contract,100,10.0,92820.0
1394,Data Engineer,Senior,Small,Germany,Part-time,50,7.0,130472.0
1395,Data Engineer,Mid,Medium,India,Part-time,100,5.0,69959.0
1396,Data Analyst,Mid,Medium,UK,Contract,0,6.0,87443.0
1397,Data Engineer,Senior,Small,Australia,Part-time,100,8.0,132366.0
1398,AI Engineer,Mid,Large,India,Contract,0,13.0,106301.0
1399,Machine Learning Engineer,Entry,Small,UK,Part-time,0,10.0,70551.0
1400,Machine Learning Engineer,Entry,Medium,UK,Full-time,0,5.0,39112.0
1401,Business Intelligence Analyst,Entry,Medium,UK,Part-time,50,0.0,22763.0
1402,Business Intelligence Analyst,Senior,Large,India,Full-time,0,3.0,106774.0
1403,Machine Learning Engineer,Senior,Small,India,Full-time,100,7.0,131882.0
1404,Business Intelligence Analyst,Senior,Small,Canada,Full-time,50,6.0,118620.0
1405,Data Analyst,Mid,Small,India,Full-time,0,2.0,57245.0
1406,Data Engineer,Mid,Medium,UK,Full-time,50,9.0,88269.0
1407,Machine Learning Engineer,Entry,Small,Australia,Contract,50,2.0,22105.0
1408,Business Intelligence Analyst,Mid,Large,Germany,Contract,50,10.0,99745.0
1409,Machine Learning Engineer,Mid,Medium,India,Contract,100,2.0,55630.0
1410,AI Engineer,Executive,Medium,UK,Full-time,0,7.0,178206.0
1411,Data Scientist,Entry,Small,Germany,Part-time,50,14.0,98953.0
1412,Data Engineer,Mid,Large,Canada,Contract,50,0.0,42628.0
1413,Machine Learning Engineer,Mid,Medium,UK,Part-time,50,14.0,120068.0
1414,Data Scientist,Mid,Medium,Germany,Part-time,0,9.0,98394.0
1415,Business Intelligence Analyst,Mid,Small,UK,Full-time,50,0.0,41067.0
1416,Data Scientist,Senior,Small,India,Full-time,50,5.0,122890.0
1417,Data Engineer,Entry,Large,Australia,Full-time,100,13.0,94397.0
1418,Machine Learning Engineer,Senior,Small,Germany,Contract,0,13.0,160245.0
1419,AI Engineer,Mid,Large,India,Full-time,100,0.0,49859.0
1420,Business Intelligence Analyst,Senior,Medium,India,Contract,0,4.0,106642.0
1421,Machine Learning Engineer,Senior,Large,India,Contract,0,3.0,110377.0
1422,Data Engineer,Mid,Large,Australia,Contract,0,4.0,64066.0
1423,Business Intelligence Analyst,Entry,Large,Germany,Contract,100,6.0,40947.0
1424,Data Analyst,Executive,Medium,Australia,Full-time,100,5.0,146171.0
1425,Data Scientist,Mid,Small,Australia,Contract,100,11.0,88269.0
1426,Data Engineer,Senior,Medium,USA,Full-time,100,8.0,126114.0
1427,Data Analyst,Entry,Small,Germany,Full-time,50,5.0,35171.0
1428,Machine Learning Engineer,Mid,Large,USA,Contract,50,8.0,92818.0
1429,AI Engineer,Senior,Large,UK,Full-time,50,7.0,104335.0
1430,Business Intelligence Analyst,Senior,Large,Australia,Part-time,0,0.0,90051.0
1431,Data Scientist,Mid,Large,UK,Full-time,50,0.0,46209.0
1432,Business Intelligence Analyst,Senior,Large,Germany,Full-time,0,9.0,135380.0
1433,Machine Learning Engineer,Mid,Small,Australia,Contract,100,6.0,73577.0
1434,Business Intelligence Analyst,Entry,Small,UK,Contract,0,12.0,78380.0
1435,Data Scientist,Mid,Large,Canada,Full-time,0,12.0,104076.0
1436,Machine Learning Engineer,Mid,Medium,India,Contract,50,12.0,100157.0
1437,Business Intelligence Analyst,Senior,Medium,Australia,Part-time,100,2.0,97777.0
1438,AI Engineer,Mid,Large,India,Part-time,100,1.0,64101.0
1439,Data Engineer,Entry,Small,USA,Contract,50,13.0,83437.0
1440,Machine Learning Engineer,Entry,Medium,UK,Full-time,100,5.0,88269.0
1441,Data Engineer,Mid,Medium,USA,Part-time,100,5.0,80279.0
1442,Machine Learning Engineer,Mid,Medium,Australia,Part-time,100,12.0,88269.0
1443,AI Engineer,Senior,Large,India,Full-time,50,6.0,117200.0
1444,Data Engineer,Mid,Medium,India,Contract,100,4.0,78761.0
1445,Data Analyst,Senior,Medium,UK,Part-time,0,7.0,129847.0
1446,Data Scientist,Executive,Medium,Australia,Full-time,0,6.0,88269.0
1447,Data Analyst,Mid,Medium,Canada,Full-time,100,1.0,46810.0
1448,Business Intelligence Analyst,Senior,Small,Canada,Part-time,50,14.0,157895.0
1449,AI Engineer,Senior,Large,UK,Contract,50,7.0,98510.0
1450,Data Analyst,Mid,Large,Australia,Part-time,50,12.0,106953.0
1451,Machine Learning Engineer,Entry,Small,UK,Full-time,100,13.0,94414.0
1452,Business Intelligence Analyst,Mid,Small,Australia,Part-time,100,8.0,86323.0
1453,Business Intelligence Analyst,Mid,Large,USA,Contract,0,4.0,65605.0
1454,Data Analyst,Senior,Medium,UK,Full-time,50,11.0,140891.0
1455,Data Analyst,Mid,Medium,Australia,Contract,0,10.0,93076.0
1456,AI Engineer,Senior,Large,Canada,Part-time,0,4.0,118728.0
1457,Data Scientist,Mid,Medium,Australia,Part-time,50,11.0,95619.0
1458,Data Analyst,Entry,Small,Australia,Contract,100,9.0,66094.0
1459,Data Analyst,Executive,Medium,India,Part-time,100,3.0,137407.0
1460,Data Engineer,Mid,Medium,India,Contract,0,1.0,57644.0
1461,Machine Learning Engineer,Mid,Medium,USA,Part-time,0,4.0,63004.0
1462,Data Engineer,Mid,Large,USA,Contract,0,1.0,88269.0
1463,Data Engineer,Entry,Small,India,Contract,0,11.0,84980.0
1464,Business Intelligence Analyst,Mid,Medium,Germany,Full-time,50,6.0,74039.0
1465,Data Scientist,Mid,Large,UK,Full-time,0,10.0,91304.0
1466,Machine Learning Engineer,Mid,Medium,India,Contract,0,8.0,85630.0
1467,AI Engineer,Executive,Small,UK,Part-time,100,7.0,167282.0
1468,AI Engineer,Mid,Medium,Germany,Part-time,100,10.0,93307.0
1469,Data Analyst,Entry,Small,USA,Part-time,100,5.0,52745.0
1470,Data Analyst,Mid,Medium,Germany,Contract,50,0.0,46665.0
1471,AI Engineer,Senior,Small,Canada,Contract,50,12.0,144294.0
1472,Data Analyst,Entry,Medium,Canada,Contract,100,7.0,36787.0
1473,Data Scientist,Entry,Small,UK,Contract,100,4.0,31073.0
1474,Data Engineer,Entry,Medium,UK,Full-time,0,3.0,28599.0
1475,Data Analyst,Entry,Medium,India,Contract,0,11.0,80389.0
1476,Business Intelligence Analyst,Senior,Large,India,Part-time,50,5.0,116345.0
1477,Data Analyst,Senior,Large,Canada,Full-time,50,5.0,117318.0
1478,Machine Learning Engineer,Mid,Small,USA,Part-time,0,13.0,121107.0
1479,Data Scientist,Mid,Medium,Germany,Contract,100,5.0,68055.0
1480,Machine Learning Engineer,Mid,Small,India,Full-time,0,1.0,88269.0
1481,Machine Learning Engineer,Executive,Large,Australia,Contract,50,14.0,196320.0
1482,Business Intelligence Analyst,Executive,Small,India,Full-time,50,13.0,191513.0
1483,Data Scientist,Mid,Small,USA,Part-time,0,6.0,74642.0
1484,Data Scientist,Senior,Large,USA,Contract,0,13.0,154321.0
1485,Data Scientist,Senior,Medium,UK,Contract,0,3.0,109432.0
1486,Data Scientist,Mid,Small,Germany,Full-time,50,12.0,104466.0
1487,Data Scientist,Entry,Large,USA,Full-time,100,14.0,91458.0
1488,Business Intelligence Analyst,Mid,Medium,India,Contract,0,11.0,110879.0
1489,Data Analyst,Senior,Large,India,Full-time,50,8.0,138855.0
1490,Machine Learning Engineer,Executive,Small,Canada,Contract,50,9.0,173284.0
1491,Data Scientist,Senior,Medium,USA,Full-time,50,1.0,95758.0
1492,Data Analyst,Senior,Medium,Australia,Part-time,0,4.0,117665.0
1493,Data Analyst,Mid,Large,UK,Full-time,0,13.0,115991.0
1494,Machine Learning Engineer,Senior,Large,Germany,Part-time,100,3.0,114561.0
1495,Business Intelligence Analyst,Senior,Large,Australia,Full-time,50,8.0,124511.0
1496,AI Engineer,Mid,Medium,UK,Full-time,0,3.0,65796.0
1497,AI Engineer,Mid,Medium,India,Contract,50,7.0,78881.0
1498,Data Analyst,Senior,Small,Australia,Full-time,50,7.0,130668.0
1499,Data Engineer,Entry,Medium,UK,Full-time,100,5.0,37413.0
1500,Data Engineer,Senior,Small,India,Part-time,0,5.0,106544.0
1501,Machine Learning Engineer,Entry,Large,India,Full-time,0,10.0,75729.0
1502,AI Engineer,Mid,Large,India,Contract,50,7.0,79784.0
1503,Data Analyst,Senior,Medium,India,Part-time,50,11.0,140626.0
1504,Business Intelligence Analyst,Entry,Large,India,Contract,100,12.0,74514.0
